Date	DATE_KEY	Month	Year	Weekday	Weekday No	Day of Month	Month of Year	Quarter	Week of Month	Week of Year	Month No
26/02/2018 12:00:00 AM	20180226	Feb	2018	Monday	1	26	Thursday, February 1, 2018	1	4	9	2
27/02/2018 12:00:00 AM	20180227	Feb	2018	Tuesday	2	27	Thursday, February 1, 2018	1	4	9	2
28/02/2018 12:00:00 AM	20180228	Feb	2018	Wednesday	3	28	Thursday, February 1, 2018	1	4	9	2
01/03/2018 12:00:00 AM	20180301	Mar	2018	Thursday	4	1	Thursday, March 1, 2018	1	1	9	3
02/03/2018 12:00:00 AM	20180302	Mar	2018	Friday	5	2	Thursday, March 1, 2018	1	1	9	3
03/03/2018 12:00:00 AM	20180303	Mar	2018	Saturday	6	3	Thursday, March 1, 2018	1	1	9	3
04/03/2018 12:00:00 AM	20180304	Mar	2018	Sunday	7	4	Thursday, March 1, 2018	1	1	9	3
05/03/2018 12:00:00 AM	20180305	Mar	2018	Monday	1	5	Thursday, March 1, 2018	1	1	10	3
06/03/2018 12:00:00 AM	20180306	Mar	2018	Tuesday	2	6	Thursday, March 1, 2018	1	1	10	3
07/03/2018 12:00:00 AM	20180307	Mar	2018	Wednesday	3	7	Thursday, March 1, 2018	1	1	10	3
08/03/2018 12:00:00 AM	20180308	Mar	2018	Thursday	4	8	Thursday, March 1, 2018	1	2	10	3
09/03/2018 12:00:00 AM	20180309	Mar	2018	Friday	5	9	Thursday, March 1, 2018	1	2	10	3
10/03/2018 12:00:00 AM	20180310	Mar	2018	Saturday	6	10	Thursday, March 1, 2018	1	2	10	3
11/03/2018 12:00:00 AM	20180311	Mar	2018	Sunday	7	11	Thursday, March 1, 2018	1	2	10	3
12/03/2018 12:00:00 AM	20180312	Mar	2018	Monday	1	12	Thursday, March 1, 2018	1	2	11	3
13/03/2018 12:00:00 AM	20180313	Mar	2018	Tuesday	2	13	Thursday, March 1, 2018	1	2	11	3
14/03/2018 12:00:00 AM	20180314	Mar	2018	Wednesday	3	14	Thursday, March 1, 2018	1	2	11	3
15/03/2018 12:00:00 AM	20180315	Mar	2018	Thursday	4	15	Thursday, March 1, 2018	1	3	11	3
16/03/2018 12:00:00 AM	20180316	Mar	2018	Friday	5	16	Thursday, March 1, 2018	1	3	11	3
17/03/2018 12:00:00 AM	20180317	Mar	2018	Saturday	6	17	Thursday, March 1, 2018	1	3	11	3
18/03/2018 12:00:00 AM	20180318	Mar	2018	Sunday	7	18	Thursday, March 1, 2018	1	3	11	3
19/03/2018 12:00:00 AM	20180319	Mar	2018	Monday	1	19	Thursday, March 1, 2018	1	3	12	3
20/03/2018 12:00:00 AM	20180320	Mar	2018	Tuesday	2	20	Thursday, March 1, 2018	1	3	12	3
21/03/2018 12:00:00 AM	20180321	Mar	2018	Wednesday	3	21	Thursday, March 1, 2018	1	3	12	3
22/03/2018 12:00:00 AM	20180322	Mar	2018	Thursday	4	22	Thursday, March 1, 2018	1	4	12	3
23/03/2018 12:00:00 AM	20180323	Mar	2018	Friday	5	23	Thursday, March 1, 2018	1	4	12	3
24/03/2018 12:00:00 AM	20180324	Mar	2018	Saturday	6	24	Thursday, March 1, 2018	1	4	12	3
25/03/2018 12:00:00 AM	20180325	Mar	2018	Sunday	7	25	Thursday, March 1, 2018	1	4	12	3
26/03/2018 12:00:00 AM	20180326	Mar	2018	Monday	1	26	Thursday, March 1, 2018	1	4	13	3
27/03/2018 12:00:00 AM	20180327	Mar	2018	Tuesday	2	27	Thursday, March 1, 2018	1	4	13	3
28/03/2018 12:00:00 AM	20180328	Mar	2018	Wednesday	3	28	Thursday, March 1, 2018	1	4	13	3
29/03/2018 12:00:00 AM	20180329	Mar	2018	Thursday	4	29	Thursday, March 1, 2018	1	5	13	3
30/03/2018 12:00:00 AM	20180330	Mar	2018	Friday	5	30	Thursday, March 1, 2018	1	5	13	3
31/03/2018 12:00:00 AM	20180331	Mar	2018	Saturday	6	31	Thursday, March 1, 2018	1	5	13	3
01/04/2018 12:00:00 AM	20180401	Apr	2018	Sunday	7	1	Sunday, April 1, 2018	2	1	13	4
02/04/2018 12:00:00 AM	20180402	Apr	2018	Monday	1	2	Sunday, April 1, 2018	2	1	14	4
03/04/2018 12:00:00 AM	20180403	Apr	2018	Tuesday	2	3	Sunday, April 1, 2018	2	1	14	4
04/04/2018 12:00:00 AM	20180404	Apr	2018	Wednesday	3	4	Sunday, April 1, 2018	2	1	14	4
05/04/2018 12:00:00 AM	20180405	Apr	2018	Thursday	4	5	Sunday, April 1, 2018	2	1	14	4
06/04/2018 12:00:00 AM	20180406	Apr	2018	Friday	5	6	Sunday, April 1, 2018	2	1	14	4
07/04/2018 12:00:00 AM	20180407	Apr	2018	Saturday	6	7	Sunday, April 1, 2018	2	1	14	4
08/04/2018 12:00:00 AM	20180408	Apr	2018	Sunday	7	8	Sunday, April 1, 2018	2	2	14	4
09/04/2018 12:00:00 AM	20180409	Apr	2018	Monday	1	9	Sunday, April 1, 2018	2	2	15	4
10/04/2018 12:00:00 AM	20180410	Apr	2018	Tuesday	2	10	Sunday, April 1, 2018	2	2	15	4
11/04/2018 12:00:00 AM	20180411	Apr	2018	Wednesday	3	11	Sunday, April 1, 2018	2	2	15	4
12/04/2018 12:00:00 AM	20180412	Apr	2018	Thursday	4	12	Sunday, April 1, 2018	2	2	15	4
13/04/2018 12:00:00 AM	20180413	Apr	2018	Friday	5	13	Sunday, April 1, 2018	2	2	15	4
14/04/2018 12:00:00 AM	20180414	Apr	2018	Saturday	6	14	Sunday, April 1, 2018	2	2	15	4
15/04/2018 12:00:00 AM	20180415	Apr	2018	Sunday	7	15	Sunday, April 1, 2018	2	3	15	4
16/04/2018 12:00:00 AM	20180416	Apr	2018	Monday	1	16	Sunday, April 1, 2018	2	3	16	4
17/04/2018 12:00:00 AM	20180417	Apr	2018	Tuesday	2	17	Sunday, April 1, 2018	2	3	16	4
18/04/2018 12:00:00 AM	20180418	Apr	2018	Wednesday	3	18	Sunday, April 1, 2018	2	3	16	4
19/04/2018 12:00:00 AM	20180419	Apr	2018	Thursday	4	19	Sunday, April 1, 2018	2	3	16	4
20/04/2018 12:00:00 AM	20180420	Apr	2018	Friday	5	20	Sunday, April 1, 2018	2	3	16	4
21/04/2018 12:00:00 AM	20180421	Apr	2018	Saturday	6	21	Sunday, April 1, 2018	2	3	16	4
22/04/2018 12:00:00 AM	20180422	Apr	2018	Sunday	7	22	Sunday, April 1, 2018	2	4	16	4
23/04/2018 12:00:00 AM	20180423	Apr	2018	Monday	1	23	Sunday, April 1, 2018	2	4	17	4
24/04/2018 12:00:00 AM	20180424	Apr	2018	Tuesday	2	24	Sunday, April 1, 2018	2	4	17	4
25/04/2018 12:00:00 AM	20180425	Apr	2018	Wednesday	3	25	Sunday, April 1, 2018	2	4	17	4
26/04/2018 12:00:00 AM	20180426	Apr	2018	Thursday	4	26	Sunday, April 1, 2018	2	4	17	4
27/04/2018 12:00:00 AM	20180427	Apr	2018	Friday	5	27	Sunday, April 1, 2018	2	4	17	4
28/04/2018 12:00:00 AM	20180428	Apr	2018	Saturday	6	28	Sunday, April 1, 2018	2	4	17	4
29/04/2018 12:00:00 AM	20180429	Apr	2018	Sunday	7	29	Sunday, April 1, 2018	2	5	17	4
30/04/2018 12:00:00 AM	20180430	Apr	2018	Monday	1	30	Sunday, April 1, 2018	2	5	18	4
01/05/2018 12:00:00 AM	20180501	May	2018	Tuesday	2	1	Tuesday, May 1, 2018	2	1	18	5
02/05/2018 12:00:00 AM	20180502	May	2018	Wednesday	3	2	Tuesday, May 1, 2018	2	1	18	5
03/05/2018 12:00:00 AM	20180503	May	2018	Thursday	4	3	Tuesday, May 1, 2018	2	1	18	5
04/05/2018 12:00:00 AM	20180504	May	2018	Friday	5	4	Tuesday, May 1, 2018	2	1	18	5
05/05/2018 12:00:00 AM	20180505	May	2018	Saturday	6	5	Tuesday, May 1, 2018	2	1	18	5
06/05/2018 12:00:00 AM	20180506	May	2018	Sunday	7	6	Tuesday, May 1, 2018	2	1	18	5
07/05/2018 12:00:00 AM	20180507	May	2018	Monday	1	7	Tuesday, May 1, 2018	2	1	19	5
08/05/2018 12:00:00 AM	20180508	May	2018	Tuesday	2	8	Tuesday, May 1, 2018	2	2	19	5
09/05/2018 12:00:00 AM	20180509	May	2018	Wednesday	3	9	Tuesday, May 1, 2018	2	2	19	5
10/05/2018 12:00:00 AM	20180510	May	2018	Thursday	4	10	Tuesday, May 1, 2018	2	2	19	5
11/05/2018 12:00:00 AM	20180511	May	2018	Friday	5	11	Tuesday, May 1, 2018	2	2	19	5
12/05/2018 12:00:00 AM	20180512	May	2018	Saturday	6	12	Tuesday, May 1, 2018	2	2	19	5
13/05/2018 12:00:00 AM	20180513	May	2018	Sunday	7	13	Tuesday, May 1, 2018	2	2	19	5
14/05/2018 12:00:00 AM	20180514	May	2018	Monday	1	14	Tuesday, May 1, 2018	2	2	20	5
15/05/2018 12:00:00 AM	20180515	May	2018	Tuesday	2	15	Tuesday, May 1, 2018	2	3	20	5
16/05/2018 12:00:00 AM	20180516	May	2018	Wednesday	3	16	Tuesday, May 1, 2018	2	3	20	5
17/05/2018 12:00:00 AM	20180517	May	2018	Thursday	4	17	Tuesday, May 1, 2018	2	3	20	5
18/05/2018 12:00:00 AM	20180518	May	2018	Friday	5	18	Tuesday, May 1, 2018	2	3	20	5
19/05/2018 12:00:00 AM	20180519	May	2018	Saturday	6	19	Tuesday, May 1, 2018	2	3	20	5
20/05/2018 12:00:00 AM	20180520	May	2018	Sunday	7	20	Tuesday, May 1, 2018	2	3	20	5
21/05/2018 12:00:00 AM	20180521	May	2018	Monday	1	21	Tuesday, May 1, 2018	2	3	21	5
22/05/2018 12:00:00 AM	20180522	May	2018	Tuesday	2	22	Tuesday, May 1, 2018	2	4	21	5
23/05/2018 12:00:00 AM	20180523	May	2018	Wednesday	3	23	Tuesday, May 1, 2018	2	4	21	5
24/05/2018 12:00:00 AM	20180524	May	2018	Thursday	4	24	Tuesday, May 1, 2018	2	4	21	5
25/05/2018 12:00:00 AM	20180525	May	2018	Friday	5	25	Tuesday, May 1, 2018	2	4	21	5
26/05/2018 12:00:00 AM	20180526	May	2018	Saturday	6	26	Tuesday, May 1, 2018	2	4	21	5
27/05/2018 12:00:00 AM	20180527	May	2018	Sunday	7	27	Tuesday, May 1, 2018	2	4	21	5
28/05/2018 12:00:00 AM	20180528	May	2018	Monday	1	28	Tuesday, May 1, 2018	2	4	22	5
29/05/2018 12:00:00 AM	20180529	May	2018	Tuesday	2	29	Tuesday, May 1, 2018	2	5	22	5
30/05/2018 12:00:00 AM	20180530	May	2018	Wednesday	3	30	Tuesday, May 1, 2018	2	5	22	5
31/05/2018 12:00:00 AM	20180531	May	2018	Thursday	4	31	Tuesday, May 1, 2018	2	5	22	5
01/06/2018 12:00:00 AM	20180601	Jun	2018	Friday	5	1	Friday, June 1, 2018	2	1	22	6
02/06/2018 12:00:00 AM	20180602	Jun	2018	Saturday	6	2	Friday, June 1, 2018	2	1	22	6
03/06/2018 12:00:00 AM	20180603	Jun	2018	Sunday	7	3	Friday, June 1, 2018	2	1	22	6
04/06/2018 12:00:00 AM	20180604	Jun	2018	Monday	1	4	Friday, June 1, 2018	2	1	23	6
05/06/2018 12:00:00 AM	20180605	Jun	2018	Tuesday	2	5	Friday, June 1, 2018	2	1	23	6
06/06/2018 12:00:00 AM	20180606	Jun	2018	Wednesday	3	6	Friday, June 1, 2018	2	1	23	6
07/06/2018 12:00:00 AM	20180607	Jun	2018	Thursday	4	7	Friday, June 1, 2018	2	1	23	6
08/06/2018 12:00:00 AM	20180608	Jun	2018	Friday	5	8	Friday, June 1, 2018	2	2	23	6
09/06/2018 12:00:00 AM	20180609	Jun	2018	Saturday	6	9	Friday, June 1, 2018	2	2	23	6
10/06/2018 12:00:00 AM	20180610	Jun	2018	Sunday	7	10	Friday, June 1, 2018	2	2	23	6
11/06/2018 12:00:00 AM	20180611	Jun	2018	Monday	1	11	Friday, June 1, 2018	2	2	24	6
12/06/2018 12:00:00 AM	20180612	Jun	2018	Tuesday	2	12	Friday, June 1, 2018	2	2	24	6
13/06/2018 12:00:00 AM	20180613	Jun	2018	Wednesday	3	13	Friday, June 1, 2018	2	2	24	6
14/06/2018 12:00:00 AM	20180614	Jun	2018	Thursday	4	14	Friday, June 1, 2018	2	2	24	6
15/06/2018 12:00:00 AM	20180615	Jun	2018	Friday	5	15	Friday, June 1, 2018	2	3	24	6
16/06/2018 12:00:00 AM	20180616	Jun	2018	Saturday	6	16	Friday, June 1, 2018	2	3	24	6
17/06/2018 12:00:00 AM	20180617	Jun	2018	Sunday	7	17	Friday, June 1, 2018	2	3	24	6
18/06/2018 12:00:00 AM	20180618	Jun	2018	Monday	1	18	Friday, June 1, 2018	2	3	25	6
19/06/2018 12:00:00 AM	20180619	Jun	2018	Tuesday	2	19	Friday, June 1, 2018	2	3	25	6
20/06/2018 12:00:00 AM	20180620	Jun	2018	Wednesday	3	20	Friday, June 1, 2018	2	3	25	6
21/06/2018 12:00:00 AM	20180621	Jun	2018	Thursday	4	21	Friday, June 1, 2018	2	3	25	6
22/06/2018 12:00:00 AM	20180622	Jun	2018	Friday	5	22	Friday, June 1, 2018	2	4	25	6
23/06/2018 12:00:00 AM	20180623	Jun	2018	Saturday	6	23	Friday, June 1, 2018	2	4	25	6
24/06/2018 12:00:00 AM	20180624	Jun	2018	Sunday	7	24	Friday, June 1, 2018	2	4	25	6
25/06/2018 12:00:00 AM	20180625	Jun	2018	Monday	1	25	Friday, June 1, 2018	2	4	26	6
26/06/2018 12:00:00 AM	20180626	Jun	2018	Tuesday	2	26	Friday, June 1, 2018	2	4	26	6
27/06/2018 12:00:00 AM	20180627	Jun	2018	Wednesday	3	27	Friday, June 1, 2018	2	4	26	6
28/06/2018 12:00:00 AM	20180628	Jun	2018	Thursday	4	28	Friday, June 1, 2018	2	4	26	6
29/06/2018 12:00:00 AM	20180629	Jun	2018	Friday	5	29	Friday, June 1, 2018	2	5	26	6
30/06/2018 12:00:00 AM	20180630	Jun	2018	Saturday	6	30	Friday, June 1, 2018	2	5	26	6
01/07/2018 12:00:00 AM	20180701	Jul	2018	Sunday	7	1	Sunday, July 1, 2018	3	1	26	7
02/07/2018 12:00:00 AM	20180702	Jul	2018	Monday	1	2	Sunday, July 1, 2018	3	1	27	7
03/07/2018 12:00:00 AM	20180703	Jul	2018	Tuesday	2	3	Sunday, July 1, 2018	3	1	27	7
04/07/2018 12:00:00 AM	20180704	Jul	2018	Wednesday	3	4	Sunday, July 1, 2018	3	1	27	7
05/07/2018 12:00:00 AM	20180705	Jul	2018	Thursday	4	5	Sunday, July 1, 2018	3	1	27	7
06/07/2018 12:00:00 AM	20180706	Jul	2018	Friday	5	6	Sunday, July 1, 2018	3	1	27	7
07/07/2018 12:00:00 AM	20180707	Jul	2018	Saturday	6	7	Sunday, July 1, 2018	3	1	27	7
08/07/2018 12:00:00 AM	20180708	Jul	2018	Sunday	7	8	Sunday, July 1, 2018	3	2	27	7
09/07/2018 12:00:00 AM	20180709	Jul	2018	Monday	1	9	Sunday, July 1, 2018	3	2	28	7
10/07/2018 12:00:00 AM	20180710	Jul	2018	Tuesday	2	10	Sunday, July 1, 2018	3	2	28	7
11/07/2018 12:00:00 AM	20180711	Jul	2018	Wednesday	3	11	Sunday, July 1, 2018	3	2	28	7
12/07/2018 12:00:00 AM	20180712	Jul	2018	Thursday	4	12	Sunday, July 1, 2018	3	2	28	7
13/07/2018 12:00:00 AM	20180713	Jul	2018	Friday	5	13	Sunday, July 1, 2018	3	2	28	7
14/07/2018 12:00:00 AM	20180714	Jul	2018	Saturday	6	14	Sunday, July 1, 2018	3	2	28	7
15/07/2018 12:00:00 AM	20180715	Jul	2018	Sunday	7	15	Sunday, July 1, 2018	3	3	28	7
16/07/2018 12:00:00 AM	20180716	Jul	2018	Monday	1	16	Sunday, July 1, 2018	3	3	29	7
17/07/2018 12:00:00 AM	20180717	Jul	2018	Tuesday	2	17	Sunday, July 1, 2018	3	3	29	7
18/07/2018 12:00:00 AM	20180718	Jul	2018	Wednesday	3	18	Sunday, July 1, 2018	3	3	29	7
19/07/2018 12:00:00 AM	20180719	Jul	2018	Thursday	4	19	Sunday, July 1, 2018	3	3	29	7
20/07/2018 12:00:00 AM	20180720	Jul	2018	Friday	5	20	Sunday, July 1, 2018	3	3	29	7
21/07/2018 12:00:00 AM	20180721	Jul	2018	Saturday	6	21	Sunday, July 1, 2018	3	3	29	7
22/07/2018 12:00:00 AM	20180722	Jul	2018	Sunday	7	22	Sunday, July 1, 2018	3	4	29	7
23/07/2018 12:00:00 AM	20180723	Jul	2018	Monday	1	23	Sunday, July 1, 2018	3	4	30	7
24/07/2018 12:00:00 AM	20180724	Jul	2018	Tuesday	2	24	Sunday, July 1, 2018	3	4	30	7
25/07/2018 12:00:00 AM	20180725	Jul	2018	Wednesday	3	25	Sunday, July 1, 2018	3	4	30	7
26/07/2018 12:00:00 AM	20180726	Jul	2018	Thursday	4	26	Sunday, July 1, 2018	3	4	30	7
27/07/2018 12:00:00 AM	20180727	Jul	2018	Friday	5	27	Sunday, July 1, 2018	3	4	30	7
28/07/2018 12:00:00 AM	20180728	Jul	2018	Saturday	6	28	Sunday, July 1, 2018	3	4	30	7
29/07/2018 12:00:00 AM	20180729	Jul	2018	Sunday	7	29	Sunday, July 1, 2018	3	5	30	7
30/07/2018 12:00:00 AM	20180730	Jul	2018	Monday	1	30	Sunday, July 1, 2018	3	5	31	7
31/07/2018 12:00:00 AM	20180731	Jul	2018	Tuesday	2	31	Sunday, July 1, 2018	3	5	31	7
01/08/2018 12:00:00 AM	20180801	Aug	2018	Wednesday	3	1	Wednesday, August 1, 2018	3	1	31	8
02/08/2018 12:00:00 AM	20180802	Aug	2018	Thursday	4	2	Wednesday, August 1, 2018	3	1	31	8
03/08/2018 12:00:00 AM	20180803	Aug	2018	Friday	5	3	Wednesday, August 1, 2018	3	1	31	8
04/08/2018 12:00:00 AM	20180804	Aug	2018	Saturday	6	4	Wednesday, August 1, 2018	3	1	31	8
05/08/2018 12:00:00 AM	20180805	Aug	2018	Sunday	7	5	Wednesday, August 1, 2018	3	1	31	8
06/08/2018 12:00:00 AM	20180806	Aug	2018	Monday	1	6	Wednesday, August 1, 2018	3	1	32	8
07/08/2018 12:00:00 AM	20180807	Aug	2018	Tuesday	2	7	Wednesday, August 1, 2018	3	1	32	8
08/08/2018 12:00:00 AM	20180808	Aug	2018	Wednesday	3	8	Wednesday, August 1, 2018	3	2	32	8
09/08/2018 12:00:00 AM	20180809	Aug	2018	Thursday	4	9	Wednesday, August 1, 2018	3	2	32	8
10/08/2018 12:00:00 AM	20180810	Aug	2018	Friday	5	10	Wednesday, August 1, 2018	3	2	32	8
11/08/2018 12:00:00 AM	20180811	Aug	2018	Saturday	6	11	Wednesday, August 1, 2018	3	2	32	8
12/08/2018 12:00:00 AM	20180812	Aug	2018	Sunday	7	12	Wednesday, August 1, 2018	3	2	32	8
13/08/2018 12:00:00 AM	20180813	Aug	2018	Monday	1	13	Wednesday, August 1, 2018	3	2	33	8
14/08/2018 12:00:00 AM	20180814	Aug	2018	Tuesday	2	14	Wednesday, August 1, 2018	3	2	33	8
15/08/2018 12:00:00 AM	20180815	Aug	2018	Wednesday	3	15	Wednesday, August 1, 2018	3	3	33	8
16/08/2018 12:00:00 AM	20180816	Aug	2018	Thursday	4	16	Wednesday, August 1, 2018	3	3	33	8
17/08/2018 12:00:00 AM	20180817	Aug	2018	Friday	5	17	Wednesday, August 1, 2018	3	3	33	8
18/08/2018 12:00:00 AM	20180818	Aug	2018	Saturday	6	18	Wednesday, August 1, 2018	3	3	33	8
19/08/2018 12:00:00 AM	20180819	Aug	2018	Sunday	7	19	Wednesday, August 1, 2018	3	3	33	8
20/08/2018 12:00:00 AM	20180820	Aug	2018	Monday	1	20	Wednesday, August 1, 2018	3	3	34	8
21/08/2018 12:00:00 AM	20180821	Aug	2018	Tuesday	2	21	Wednesday, August 1, 2018	3	3	34	8
22/08/2018 12:00:00 AM	20180822	Aug	2018	Wednesday	3	22	Wednesday, August 1, 2018	3	4	34	8
23/08/2018 12:00:00 AM	20180823	Aug	2018	Thursday	4	23	Wednesday, August 1, 2018	3	4	34	8
24/08/2018 12:00:00 AM	20180824	Aug	2018	Friday	5	24	Wednesday, August 1, 2018	3	4	34	8
25/08/2018 12:00:00 AM	20180825	Aug	2018	Saturday	6	25	Wednesday, August 1, 2018	3	4	34	8
26/08/2018 12:00:00 AM	20180826	Aug	2018	Sunday	7	26	Wednesday, August 1, 2018	3	4	34	8
27/08/2018 12:00:00 AM	20180827	Aug	2018	Monday	1	27	Wednesday, August 1, 2018	3	4	35	8
28/08/2018 12:00:00 AM	20180828	Aug	2018	Tuesday	2	28	Wednesday, August 1, 2018	3	4	35	8
29/08/2018 12:00:00 AM	20180829	Aug	2018	Wednesday	3	29	Wednesday, August 1, 2018	3	5	35	8
30/08/2018 12:00:00 AM	20180830	Aug	2018	Thursday	4	30	Wednesday, August 1, 2018	3	5	35	8
31/08/2018 12:00:00 AM	20180831	Aug	2018	Friday	5	31	Wednesday, August 1, 2018	3	5	35	8
01/09/2018 12:00:00 AM	20180901	Sep	2018	Saturday	6	1	Saturday, September 1, 2018	3	1	35	9
02/09/2018 12:00:00 AM	20180902	Sep	2018	Sunday	7	2	Saturday, September 1, 2018	3	1	35	9
03/09/2018 12:00:00 AM	20180903	Sep	2018	Monday	1	3	Saturday, September 1, 2018	3	1	36	9
04/09/2018 12:00:00 AM	20180904	Sep	2018	Tuesday	2	4	Saturday, September 1, 2018	3	1	36	9
05/09/2018 12:00:00 AM	20180905	Sep	2018	Wednesday	3	5	Saturday, September 1, 2018	3	1	36	9
06/09/2018 12:00:00 AM	20180906	Sep	2018	Thursday	4	6	Saturday, September 1, 2018	3	1	36	9
07/09/2018 12:00:00 AM	20180907	Sep	2018	Friday	5	7	Saturday, September 1, 2018	3	1	36	9
08/09/2018 12:00:00 AM	20180908	Sep	2018	Saturday	6	8	Saturday, September 1, 2018	3	2	36	9
09/09/2018 12:00:00 AM	20180909	Sep	2018	Sunday	7	9	Saturday, September 1, 2018	3	2	36	9
10/09/2018 12:00:00 AM	20180910	Sep	2018	Monday	1	10	Saturday, September 1, 2018	3	2	37	9
11/09/2018 12:00:00 AM	20180911	Sep	2018	Tuesday	2	11	Saturday, September 1, 2018	3	2	37	9
12/09/2018 12:00:00 AM	20180912	Sep	2018	Wednesday	3	12	Saturday, September 1, 2018	3	2	37	9
13/09/2018 12:00:00 AM	20180913	Sep	2018	Thursday	4	13	Saturday, September 1, 2018	3	2	37	9
14/09/2018 12:00:00 AM	20180914	Sep	2018	Friday	5	14	Saturday, September 1, 2018	3	2	37	9
15/09/2018 12:00:00 AM	20180915	Sep	2018	Saturday	6	15	Saturday, September 1, 2018	3	3	37	9
16/09/2018 12:00:00 AM	20180916	Sep	2018	Sunday	7	16	Saturday, September 1, 2018	3	3	37	9
17/09/2018 12:00:00 AM	20180917	Sep	2018	Monday	1	17	Saturday, September 1, 2018	3	3	38	9
18/09/2018 12:00:00 AM	20180918	Sep	2018	Tuesday	2	18	Saturday, September 1, 2018	3	3	38	9
19/09/2018 12:00:00 AM	20180919	Sep	2018	Wednesday	3	19	Saturday, September 1, 2018	3	3	38	9
20/09/2018 12:00:00 AM	20180920	Sep	2018	Thursday	4	20	Saturday, September 1, 2018	3	3	38	9
21/09/2018 12:00:00 AM	20180921	Sep	2018	Friday	5	21	Saturday, September 1, 2018	3	3	38	9
22/09/2018 12:00:00 AM	20180922	Sep	2018	Saturday	6	22	Saturday, September 1, 2018	3	4	38	9
23/09/2018 12:00:00 AM	20180923	Sep	2018	Sunday	7	23	Saturday, September 1, 2018	3	4	38	9
24/09/2018 12:00:00 AM	20180924	Sep	2018	Monday	1	24	Saturday, September 1, 2018	3	4	39	9
25/09/2018 12:00:00 AM	20180925	Sep	2018	Tuesday	2	25	Saturday, September 1, 2018	3	4	39	9
26/09/2018 12:00:00 AM	20180926	Sep	2018	Wednesday	3	26	Saturday, September 1, 2018	3	4	39	9
27/09/2018 12:00:00 AM	20180927	Sep	2018	Thursday	4	27	Saturday, September 1, 2018	3	4	39	9
28/09/2018 12:00:00 AM	20180928	Sep	2018	Friday	5	28	Saturday, September 1, 2018	3	4	39	9
29/09/2018 12:00:00 AM	20180929	Sep	2018	Saturday	6	29	Saturday, September 1, 2018	3	5	39	9
30/09/2018 12:00:00 AM	20180930	Sep	2018	Sunday	7	30	Saturday, September 1, 2018	3	5	39	9
01/10/2018 12:00:00 AM	20181001	Oct	2018	Monday	1	1	Monday, October 1, 2018	4	1	40	10
02/10/2018 12:00:00 AM	20181002	Oct	2018	Tuesday	2	2	Monday, October 1, 2018	4	1	40	10
03/10/2018 12:00:00 AM	20181003	Oct	2018	Wednesday	3	3	Monday, October 1, 2018	4	1	40	10
04/10/2018 12:00:00 AM	20181004	Oct	2018	Thursday	4	4	Monday, October 1, 2018	4	1	40	10
05/10/2018 12:00:00 AM	20181005	Oct	2018	Friday	5	5	Monday, October 1, 2018	4	1	40	10
06/10/2018 12:00:00 AM	20181006	Oct	2018	Saturday	6	6	Monday, October 1, 2018	4	1	40	10
07/10/2018 12:00:00 AM	20181007	Oct	2018	Sunday	7	7	Monday, October 1, 2018	4	1	40	10
08/10/2018 12:00:00 AM	20181008	Oct	2018	Monday	1	8	Monday, October 1, 2018	4	2	41	10
09/10/2018 12:00:00 AM	20181009	Oct	2018	Tuesday	2	9	Monday, October 1, 2018	4	2	41	10
10/10/2018 12:00:00 AM	20181010	Oct	2018	Wednesday	3	10	Monday, October 1, 2018	4	2	41	10
11/10/2018 12:00:00 AM	20181011	Oct	2018	Thursday	4	11	Monday, October 1, 2018	4	2	41	10
12/10/2018 12:00:00 AM	20181012	Oct	2018	Friday	5	12	Monday, October 1, 2018	4	2	41	10
13/10/2018 12:00:00 AM	20181013	Oct	2018	Saturday	6	13	Monday, October 1, 2018	4	2	41	10
14/10/2018 12:00:00 AM	20181014	Oct	2018	Sunday	7	14	Monday, October 1, 2018	4	2	41	10
15/10/2018 12:00:00 AM	20181015	Oct	2018	Monday	1	15	Monday, October 1, 2018	4	3	42	10
16/10/2018 12:00:00 AM	20181016	Oct	2018	Tuesday	2	16	Monday, October 1, 2018	4	3	42	10
17/10/2018 12:00:00 AM	20181017	Oct	2018	Wednesday	3	17	Monday, October 1, 2018	4	3	42	10
18/10/2018 12:00:00 AM	20181018	Oct	2018	Thursday	4	18	Monday, October 1, 2018	4	3	42	10
19/10/2018 12:00:00 AM	20181019	Oct	2018	Friday	5	19	Monday, October 1, 2018	4	3	42	10
20/10/2018 12:00:00 AM	20181020	Oct	2018	Saturday	6	20	Monday, October 1, 2018	4	3	42	10
21/10/2018 12:00:00 AM	20181021	Oct	2018	Sunday	7	21	Monday, October 1, 2018	4	3	42	10
22/10/2018 12:00:00 AM	20181022	Oct	2018	Monday	1	22	Monday, October 1, 2018	4	4	43	10
23/10/2018 12:00:00 AM	20181023	Oct	2018	Tuesday	2	23	Monday, October 1, 2018	4	4	43	10
24/10/2018 12:00:00 AM	20181024	Oct	2018	Wednesday	3	24	Monday, October 1, 2018	4	4	43	10
25/10/2018 12:00:00 AM	20181025	Oct	2018	Thursday	4	25	Monday, October 1, 2018	4	4	43	10
26/10/2018 12:00:00 AM	20181026	Oct	2018	Friday	5	26	Monday, October 1, 2018	4	4	43	10
27/10/2018 12:00:00 AM	20181027	Oct	2018	Saturday	6	27	Monday, October 1, 2018	4	4	43	10
28/10/2018 12:00:00 AM	20181028	Oct	2018	Sunday	7	28	Monday, October 1, 2018	4	4	43	10
